rh    vr    ne    p    pw
   2.42333E+01   8.59132E-01   3.63860E-06   2.62261E-07   0.00000E+00
   2.43793E+01   8.60825E-01   3.58809E-06   2.58249E-07   0.00000E+00
   2.45261E+01   8.62513E-01   3.53831E-06   2.54294E-07   0.00000E+00
   2.46739E+01   8.64198E-01   3.48924E-06   2.50397E-07   0.00000E+00
   2.48226E+01   8.65878E-01   3.44087E-06   2.46556E-07   0.00000E+00
   2.49722E+01   8.67554E-01   3.39320E-06   2.42770E-07   0.00000E+00
   2.51227E+01   8.69226E-01   3.34620E-06   2.39039E-07   0.00000E+00
   2.52742E+01   8.70894E-01   3.29988E-06   2.35362E-07   0.00000E+00
   2.54266E+01   8.72557E-01   3.25422E-06   2.31739E-07   0.00000E+00
   2.55800E+01   8.74216E-01   3.20922E-06   2.28168E-07   0.00000E+00
   2.57343E+01   8.75870E-01   3.16486E-06   2.24649E-07   0.00000E+00
   2.58896E+01   8.77521E-01   3.12113E-06   2.21182E-07   0.00000E+00
   2.60458E+01   8.79166E-01   3.07802E-06   2.17765E-07   0.00000E+00
   2.62030E+01   8.80808E-01   3.03553E-06   2.14399E-07   0.00000E+00
   2.63612E+01   8.82445E-01   2.99365E-06   2.11082E-07   0.00000E+00
   2.65203E+01   8.84077E-01   2.95236E-06   2.07813E-07   0.00000E+00
   2.66805E+01   8.85704E-01   2.91166E-06   2.04592E-07   0.00000E+00
   2.68416E+01   8.87328E-01   2.87154E-06   2.01419E-07   0.00000E+00
   2.70037E+01   8.88946E-01   2.83200E-06   1.98293E-07   0.00000E+00
   2.71669E+01   8.90560E-01   2.79301E-06   1.95213E-07   0.00000E+00
   2.73311E+01   8.92169E-01   2.75458E-06   1.92178E-07   0.00000E+00
   2.74962E+01   8.93774E-01   2.71670E-06   1.89189E-07   0.00000E+00
   2.76624E+01   8.95373E-01   2.67936E-06   1.86243E-07   0.00000E+00
   2.78297E+01   8.96968E-01   2.64254E-06   1.83341E-07   0.00000E+00
   2.79980E+01   8.98559E-01   2.60625E-06   1.80483E-07   0.00000E+00
   2.81673E+01   9.00144E-01   2.57047E-06   1.77667E-07   0.00000E+00
   2.83377E+01   9.01725E-01   2.53521E-06   1.74892E-07   0.00000E+00
   2.85091E+01   9.03301E-01   2.50044E-06   1.72160E-07   0.00000E+00
   2.86816E+01   9.04872E-01   2.46616E-06   1.69468E-07   0.00000E+00
   2.88551E+01   9.06438E-01   2.43237E-06   1.66816E-07   0.00000E+00
   2.90298E+01   9.07999E-01   2.39906E-06   1.64204E-07   0.00000E+00
   2.92055E+01   9.09555E-01   2.36622E-06   1.61630E-07   0.00000E+00
   2.93823E+01   9.11107E-01   2.33385E-06   1.59096E-07   0.00000E+00
   2.95602E+01   9.12653E-01   2.30193E-06   1.56600E-07   0.00000E+00
   2.97393E+01   9.14194E-01   2.27047E-06   1.54141E-07   0.00000E+00
   2.99194E+01   9.15731E-01   2.23945E-06   1.51719E-07   0.00000E+00
   3.01006E+01   9.17262E-01   2.20886E-06   1.49333E-07   0.00000E+00
   3.02830E+01   9.18789E-01   2.17871E-06   1.46984E-07   0.00000E+00
   3.04665E+01   9.20310E-01   2.14899E-06   1.44670E-07   0.00000E+00
   3.06512E+01   9.21826E-01   2.11968E-06   1.42391E-07   0.00000E+00
   3.08370E+01   9.23338E-01   2.09079E-06   1.40146E-07   0.00000E+00
   3.10239E+01   9.24844E-01   2.06230E-06   1.37935E-07   0.00000E+00
   3.12120E+01   9.26345E-01   2.03421E-06   1.35758E-07   0.00000E+00
   3.14013E+01   9.27841E-01   2.00652E-06   1.33614E-07   0.00000E+00
   3.15917E+01   9.29332E-01   1.97922E-06   1.31502E-07   0.00000E+00
   3.17834E+01   9.30818E-01   1.95231E-06   1.29423E-07   0.00000E+00
   3.19762E+01   9.32298E-01   1.92577E-06   1.27375E-07   0.00000E+00
   3.21702E+01   9.33774E-01   1.89960E-06   1.25358E-07   0.00000E+00
   3.23654E+01   9.35244E-01   1.87381E-06   1.23372E-07   0.00000E+00
   3.25619E+01   9.36709E-01   1.84837E-06   1.21416E-07   0.00000E+00
   3.27595E+01   9.38169E-01   1.82329E-06   1.19490E-07   0.00000E+00
   3.29584E+01   9.39624E-01   1.79856E-06   1.17594E-07   0.00000E+00
   3.31585E+01   9.41074E-01   1.77418E-06   1.15726E-07   0.00000E+00
   3.33599E+01   9.42518E-01   1.75014E-06   1.13887E-07   0.00000E+00
   3.35625E+01   9.43957E-01   1.72644E-06   1.12076E-07   0.00000E+00
   3.37664E+01   9.45391E-01   1.70307E-06   1.10293E-07   0.00000E+00
   3.39715E+01   9.46820E-01   1.68002E-06   1.08538E-07   0.00000E+00
   3.41779E+01   9.48243E-01   1.65730E-06   1.06809E-07   0.00000E+00
   3.43856E+01   9.49662E-01   1.63490E-06   1.05107E-07   0.00000E+00
   3.45946E+01   9.51075E-01   1.61280E-06   1.03431E-07   0.00000E+00
   3.48048E+01   9.52482E-01   1.59102E-06   1.01781E-07   0.00000E+00
   3.50164E+01   9.53885E-01   1.56954E-06   1.00156E-07   0.00000E+00
   3.52293E+01   9.55282E-01   1.54836E-06   9.85567E-08   0.00000E+00
   3.54435E+01   9.56674E-01   1.52747E-06   9.69817E-08   0.00000E+00
   3.56591E+01   9.58061E-01   1.50688E-06   9.54311E-08   0.00000E+00
   3.58759E+01   9.59442E-01   1.48657E-06   9.39044E-08   0.00000E+00
   3.60942E+01   9.60819E-01   1.46655E-06   9.24014E-08   0.00000E+00
   3.63138E+01   9.62189E-01   1.44680E-06   9.09216E-08   0.00000E+00
   3.65347E+01   9.63555E-01   1.42733E-06   8.94647E-08   0.00000E+00
   3.67570E+01   9.64916E-01   1.40812E-06   8.80305E-08   0.00000E+00
   3.69807E+01   9.66271E-01   1.38919E-06   8.66185E-08   0.00000E+00
   3.72058E+01   9.67620E-01   1.37052E-06   8.52284E-08   0.00000E+00
   3.74323E+01   9.68965E-01   1.35210E-06   8.38599E-08   0.00000E+00
   3.76602E+01   9.70304E-01   1.33394E-06   8.25127E-08   0.00000E+00
   3.78895E+01   9.71638E-01   1.31604E-06   8.11864E-08   0.00000E+00
   3.81202E+01   9.72967E-01   1.29838E-06   7.98808E-08   0.00000E+00
   3.83524E+01   9.74290E-01   1.28097E-06   7.85956E-08   0.00000E+00
   3.85860E+01   9.75608E-01   1.26379E-06   7.73304E-08   0.00000E+00
   3.88211E+01   9.76921E-01   1.24686E-06   7.60849E-08   0.00000E+00
   3.90576E+01   9.78229E-01   1.23015E-06   7.48589E-08   0.00000E+00
   3.92956E+01   9.79531E-01   1.21368E-06   7.36521E-08   0.00000E+00
   3.95350E+01   9.80828E-01   1.19744E-06   7.24641E-08   0.00000E+00
   3.97760E+01   9.82120E-01   1.18142E-06   7.12947E-08   0.00000E+00
   4.00184E+01   9.83406E-01   1.16562E-06   7.01437E-08   0.00000E+00
   4.02624E+01   9.84688E-01   1.15004E-06   6.90107E-08   0.00000E+00
   4.05078E+01   9.85964E-01   1.13468E-06   6.78954E-08   0.00000E+00
   4.07548E+01   9.87234E-01   1.11952E-06   6.67976E-08   0.00000E+00
   4.10033E+01   9.88500E-01   1.10458E-06   6.57171E-08   0.00000E+00
   4.12534E+01   9.89760E-01   1.08984E-06   6.46536E-08   0.00000E+00
   4.15050E+01   9.91015E-01   1.07530E-06   6.36067E-08   0.00000E+00
   4.17582E+01   9.92264E-01   1.06096E-06   6.25764E-08   0.00000E+00
   4.20129E+01   9.93509E-01   1.04682E-06   6.15623E-08   0.00000E+00
   4.22693E+01   9.94748E-01   1.03288E-06   6.05641E-08   0.00000E+00
   4.25272E+01   9.95982E-01   1.01912E-06   5.95817E-08   0.00000E+00
   4.27867E+01   9.97211E-01   1.00555E-06   5.86148E-08   0.00000E+00
   4.30478E+01   9.98434E-01   9.92174E-07   5.76631E-08   0.00000E+00
   4.33106E+01   9.99653E-01   9.78978E-07   5.67265E-08   0.00000E+00
   4.35750E+01   1.00087E+00   9.65962E-07   5.58047E-08   0.00000E+00
   4.38410E+01   1.00207E+00   9.53124E-07   5.48974E-08   0.00000E+00
   4.41087E+01   1.00328E+00   9.40462E-07   5.40045E-08   0.00000E+00
   4.43780E+01   1.00447E+00   9.27973E-07   5.31257E-08   0.00000E+00
   4.46490E+01   1.00567E+00   9.15655E-07   5.22609E-08   0.00000E+00
   4.49217E+01   1.00685E+00   9.03505E-07   5.14098E-08   0.00000E+00
   4.51961E+01   1.00804E+00   8.91521E-07   5.05721E-08   0.00000E+00
   4.54722E+01   1.00921E+00   8.79701E-07   4.97478E-08   0.00000E+00
   4.57500E+01   1.01038E+00   8.68042E-07   4.89365E-08   0.00000E+00
   4.60296E+01   1.01155E+00   8.56542E-07   4.81382E-08   0.00000E+00
   4.63108E+01   1.01271E+00   8.45199E-07   4.73525E-08   0.00000E+00
   4.65938E+01   1.01387E+00   8.34010E-07   4.65793E-08   0.00000E+00
   4.68786E+01   1.01502E+00   8.22974E-07   4.58185E-08   0.00000E+00
   4.71651E+01   1.01617E+00   8.12088E-07   4.50697E-08   0.00000E+00
   4.74535E+01   1.01731E+00   8.01350E-07   4.43329E-08   0.00000E+00
   4.77436E+01   1.01844E+00   7.90758E-07   4.36078E-08   0.00000E+00
   4.80355E+01   1.01957E+00   7.80310E-07   4.28943E-08   0.00000E+00
   4.83292E+01   1.02070E+00   7.70004E-07   4.21922E-08   0.00000E+00
   4.86247E+01   1.02182E+00   7.59838E-07   4.15013E-08   0.00000E+00
   4.89221E+01   1.02294E+00   7.49809E-07   4.08214E-08   0.00000E+00
   4.92214E+01   1.02405E+00   7.39917E-07   4.01524E-08   0.00000E+00
   4.95224E+01   1.02515E+00   7.30159E-07   3.94941E-08   0.00000E+00
   4.98254E+01   1.02625E+00   7.20534E-07   3.88463E-08   0.00000E+00
   5.01302E+01   1.02735E+00   7.11038E-07   3.82090E-08   0.00000E+00
   5.04369E+01   1.02844E+00   7.01672E-07   3.75818E-08   0.00000E+00
   5.07456E+01   1.02952E+00   6.92432E-07   3.69646E-08   0.00000E+00
   5.10561E+01   1.03060E+00   6.83317E-07   3.63574E-08   0.00000E+00
   5.13686E+01   1.03168E+00   6.74325E-07   3.57599E-08   0.00000E+00
   5.16830E+01   1.03275E+00   6.65455E-07   3.51720E-08   0.00000E+00
   5.19994E+01   1.03382E+00   6.56705E-07   3.45936E-08   0.00000E+00
   5.23177E+01   1.03488E+00   6.48072E-07   3.40244E-08   0.00000E+00
   5.26380E+01   1.03593E+00   6.39557E-07   3.34644E-08   0.00000E+00
   5.29603E+01   1.03698E+00   6.31156E-07   3.29134E-08   0.00000E+00
   5.32846E+01   1.03803E+00   6.22868E-07   3.23713E-08   0.00000E+00
   5.36109E+01   1.03907E+00   6.14693E-07   3.18379E-08   0.00000E+00
   5.39392E+01   1.04011E+00   6.06627E-07   3.13131E-08   0.00000E+00
   5.42696E+01   1.04114E+00   5.98670E-07   3.07967E-08   0.00000E+00
   5.46020E+01   1.04217E+00   5.90820E-07   3.02887E-08   0.00000E+00
   5.49365E+01   1.04319E+00   5.83076E-07   2.97889E-08   0.00000E+00
   5.52731E+01   1.04420E+00   5.75436E-07   2.92972E-08   0.00000E+00
   5.56117E+01   1.04522E+00   5.67898E-07   2.88133E-08   0.00000E+00
   5.59525E+01   1.04622E+00   5.60462E-07   2.83374E-08   0.00000E+00
   5.62954E+01   1.04723E+00   5.53126E-07   2.78691E-08   0.00000E+00
   5.66404E+01   1.04822E+00   5.45888E-07   2.74083E-08   0.00000E+00
   5.69875E+01   1.04922E+00   5.38747E-07   2.69551E-08   0.00000E+00
   5.73368E+01   1.05020E+00   5.31702E-07   2.65091E-08   0.00000E+00
   5.76883E+01   1.05119E+00   5.24752E-07   2.60704E-08   0.00000E+00
   5.80419E+01   1.05217E+00   5.17894E-07   2.56388E-08   0.00000E+00
   5.83978E+01   1.05314E+00   5.11129E-07   2.52142E-08   0.00000E+00
   5.87558E+01   1.05411E+00   5.04454E-07   2.47965E-08   0.00000E+00
   5.91161E+01   1.05508E+00   4.97868E-07   2.43856E-08   0.00000E+00
   5.94786E+01   1.05604E+00   4.91371E-07   2.39813E-08   0.00000E+00
   5.98434E+01   1.05699E+00   4.84960E-07   2.35836E-08   0.00000E+00
   6.02104E+01   1.05794E+00   4.78635E-07   2.31924E-08   0.00000E+00
   6.05797E+01   1.05889E+00   4.72395E-07   2.28075E-08   0.00000E+00
   6.09513E+01   1.05983E+00   4.66238E-07   2.24289E-08   0.00000E+00
   6.13252E+01   1.06077E+00   4.60163E-07   2.20564E-08   0.00000E+00
   6.17015E+01   1.06170E+00   4.54169E-07   2.16901E-08   0.00000E+00
   6.20800E+01   1.06263E+00   4.48255E-07   2.13296E-08   0.00000E+00
   6.24609E+01   1.06355E+00   4.42420E-07   2.09751E-08   0.00000E+00
   6.28442E+01   1.06447E+00   4.36663E-07   2.06263E-08   0.00000E+00
   6.32299E+01   1.06538E+00   4.30982E-07   2.02832E-08   0.00000E+00
   6.36179E+01   1.06629E+00   4.25377E-07   1.99457E-08   0.00000E+00
   6.40084E+01   1.06720E+00   4.19847E-07   1.96138E-08   0.00000E+00
   6.44013E+01   1.06810E+00   4.14390E-07   1.92872E-08   0.00000E+00
   6.47966E+01   1.06899E+00   4.09006E-07   1.89660E-08   0.00000E+00
   6.51944E+01   1.06989E+00   4.03693E-07   1.86500E-08   0.00000E+00
   6.55946E+01   1.07077E+00   3.98451E-07   1.83392E-08   0.00000E+00
   6.59974E+01   1.07166E+00   3.93279E-07   1.80335E-08   0.00000E+00
   6.64026E+01   1.07253E+00   3.88175E-07   1.77327E-08   0.00000E+00
   6.68103E+01   1.07341E+00   3.83139E-07   1.74369E-08   0.00000E+00
   6.72206E+01   1.07428E+00   3.78170E-07   1.71459E-08   0.00000E+00
   6.76335E+01   1.07514E+00   3.73267E-07   1.68597E-08   0.00000E+00
   6.80489E+01   1.07601E+00   3.68429E-07   1.65782E-08   0.00000E+00
   6.84668E+01   1.07686E+00   3.63654E-07   1.63014E-08   0.00000E+00
   6.88874E+01   1.07771E+00   3.58944E-07   1.60290E-08   0.00000E+00
   6.93106E+01   1.07856E+00   3.54295E-07   1.57611E-08   0.00000E+00
   6.97364E+01   1.07941E+00   3.49708E-07   1.54977E-08   0.00000E+00
   7.01648E+01   1.08025E+00   3.45182E-07   1.52385E-08   0.00000E+00
   7.05959E+01   1.08108E+00   3.40715E-07   1.49836E-08   0.00000E+00
   7.10297E+01   1.08191E+00   3.36308E-07   1.47329E-08   0.00000E+00
   7.14662E+01   1.08274E+00   3.31959E-07   1.44863E-08   0.00000E+00
   7.19054E+01   1.08356E+00   3.27667E-07   1.42438E-08   0.00000E+00
   7.23473E+01   1.08438E+00   3.23432E-07   1.40052E-08   0.00000E+00
   7.27919E+01   1.08520E+00   3.19253E-07   1.37706E-08   0.00000E+00
   7.32394E+01   1.08601E+00   3.15129E-07   1.35399E-08   0.00000E+00
   7.36896E+01   1.08681E+00   3.11059E-07   1.33129E-08   0.00000E+00
   7.41425E+01   1.08761E+00   3.07043E-07   1.30897E-08   0.00000E+00
   7.45983E+01   1.08841E+00   3.03080E-07   1.28702E-08   0.00000E+00
   7.50570E+01   1.08920E+00   2.99169E-07   1.26543E-08   0.00000E+00
   7.55185E+01   1.08999E+00   2.95310E-07   1.24420E-08   0.00000E+00
   7.59828E+01   1.09078E+00   2.91502E-07   1.22331E-08   0.00000E+00
   7.64500E+01   1.09156E+00   2.87743E-07   1.20277E-08   0.00000E+00
   7.69202E+01   1.09234E+00   2.84034E-07   1.18257E-08   0.00000E+00
   7.73932E+01   1.09311E+00   2.80374E-07   1.16270E-08   0.00000E+00
   7.78692E+01   1.09388E+00   2.76762E-07   1.14317E-08   0.00000E+00
   7.83481E+01   1.09465E+00   2.73198E-07   1.12395E-08   0.00000E+00
   7.88300E+01   1.09541E+00   2.69680E-07   1.10505E-08   0.00000E+00
   7.93149E+01   1.09617E+00   2.66208E-07   1.08647E-08   0.00000E+00
   7.98029E+01   1.09692E+00   2.62782E-07   1.06819E-08   0.00000E+00
   8.02938E+01   1.09767E+00   2.59401E-07   1.05022E-08   0.00000E+00
   8.07878E+01   1.09842E+00   2.56065E-07   1.03254E-08   0.00000E+00
   8.12849E+01   1.09916E+00   2.52772E-07   1.01516E-08   0.00000E+00
   8.17850E+01   1.09990E+00   2.49522E-07   9.98061E-09   0.00000E+00
   8.22883E+01   1.10063E+00   2.46315E-07   9.81249E-09   0.00000E+00
   8.27946E+01   1.10136E+00   2.43150E-07   9.64716E-09   0.00000E+00
   8.33041E+01   1.10209E+00   2.40026E-07   9.48457E-09   0.00000E+00
   8.38168E+01   1.10281E+00   2.36943E-07   9.32468E-09   0.00000E+00
   8.43327E+01   1.10353E+00   2.33901E-07   9.16744E-09   0.00000E+00
   8.48518E+01   1.10425E+00   2.30898E-07   9.01282E-09   0.00000E+00
   8.53740E+01   1.10496E+00   2.27935E-07   8.86076E-09   0.00000E+00
   8.58996E+01   1.10566E+00   2.25010E-07   8.71123E-09   0.00000E+00
   8.64284E+01   1.10637E+00   2.22124E-07   8.56419E-09   0.00000E+00
   8.69604E+01   1.10707E+00   2.19275E-07   8.41959E-09   0.00000E+00
   8.74958E+01   1.10777E+00   2.16464E-07   8.27740E-09   0.00000E+00
   8.80345E+01   1.10846E+00   2.13689E-07   8.13758E-09   0.00000E+00
   8.85766E+01   1.10915E+00   2.10950E-07   8.00008E-09   0.00000E+00
   8.91220E+01   1.10983E+00   2.08248E-07   7.86487E-09   0.00000E+00
   8.96708E+01   1.11052E+00   2.05580E-07   7.73192E-09   0.00000E+00
   9.02230E+01   1.11119E+00   2.02947E-07   7.60118E-09   0.00000E+00
   9.07786E+01   1.11187E+00   2.00349E-07   7.47262E-09   0.00000E+00
   9.13377E+01   1.11254E+00   1.97784E-07   7.34620E-09   0.00000E+00
   9.19003E+01   1.11321E+00   1.95253E-07   7.22189E-09   0.00000E+00
   9.24663E+01   1.11387E+00   1.92754E-07   7.09966E-09   0.00000E+00
   9.30359E+01   1.11453E+00   1.90289E-07   6.97947E-09   0.00000E+00
   9.36090E+01   1.11519E+00   1.87855E-07   6.86128E-09   0.00000E+00
   9.41857E+01   1.11584E+00   1.85453E-07   6.74507E-09   0.00000E+00
   9.47659E+01   1.11649E+00   1.83082E-07   6.63080E-09   0.00000E+00
   9.53497E+01   1.11714E+00   1.80742E-07   6.51843E-09   0.00000E+00
   9.59372E+01   1.11778E+00   1.78433E-07   6.40795E-09   0.00000E+00
   9.65283E+01   1.11842E+00   1.76153E-07   6.29931E-09   0.00000E+00
   9.71231E+01   1.11906E+00   1.73903E-07   6.19249E-09   0.00000E+00
   9.77216E+01   1.11969E+00   1.71683E-07   6.08746E-09   0.00000E+00
   9.83238E+01   1.12032E+00   1.69491E-07   5.98419E-09   0.00000E+00
   9.89297E+01   1.12095E+00   1.67327E-07   5.88264E-09   0.00000E+00
   9.95394E+01   1.12157E+00   1.65192E-07   5.78280E-09   0.00000E+00
   1.00153E+02   1.12219E+00   1.63084E-07   5.68463E-09   0.00000E+00
   1.00770E+02   1.12281E+00   1.61004E-07   5.58810E-09   0.00000E+00
   1.01391E+02   1.12342E+00   1.58951E-07   5.49319E-09   0.00000E+00
   1.02016E+02   1.12403E+00   1.56924E-07   5.39987E-09   0.00000E+00
   1.02645E+02   1.12464E+00   1.54923E-07   5.30812E-09   0.00000E+00
   1.03278E+02   1.12524E+00   1.52949E-07   5.21790E-09   0.00000E+00
   1.03915E+02   1.12584E+00   1.51000E-07   5.12921E-09   0.00000E+00
   1.04555E+02   1.12644E+00   1.49076E-07   5.04199E-09   0.00000E+00
   1.05200E+02   1.12703E+00   1.47177E-07   4.95625E-09   0.00000E+00
   1.05848E+02   1.12762E+00   1.45302E-07   4.87194E-09   0.00000E+00
   1.06501E+02   1.12821E+00   1.43452E-07   4.78905E-09   0.00000E+00
   1.07158E+02   1.12879E+00   1.41626E-07   4.70755E-09   0.00000E+00
   1.07818E+02   1.12937E+00   1.39823E-07   4.62743E-09   0.00000E+00
   1.08483E+02   1.12995E+00   1.38044E-07   4.54865E-09   0.00000E+00
   1.09152E+02   1.13052E+00   1.36288E-07   4.47119E-09   0.00000E+00
   1.09826E+02   1.13110E+00   1.34554E-07   4.39504E-09   0.00000E+00
   1.10503E+02   1.13166E+00   1.32843E-07   4.32017E-09   0.00000E+00
   1.11184E+02   1.13223E+00   1.31154E-07   4.24655E-09   0.00000E+00
   1.11870E+02   1.13279E+00   1.29486E-07   4.17418E-09   0.00000E+00
   1.12560E+02   1.13335E+00   1.27840E-07   4.10303E-09   0.00000E+00
   1.13255E+02   1.13391E+00   1.26215E-07   4.03308E-09   0.00000E+00
   1.13953E+02   1.13446E+00   1.24612E-07   3.96430E-09   0.00000E+00
   1.14656E+02   1.13501E+00   1.23029E-07   3.89668E-09   0.00000E+00
   1.15363E+02   1.13556E+00   1.21466E-07   3.83021E-09   0.00000E+00
   1.16075E+02   1.13610E+00   1.19923E-07   3.76485E-09   0.00000E+00
   1.16791E+02   1.13664E+00   1.18401E-07   3.70060E-09   0.00000E+00
   1.17512E+02   1.13718E+00   1.16898E-07   3.63743E-09   0.00000E+00
   1.18237E+02   1.13771E+00   1.15414E-07   3.57532E-09   0.00000E+00
   1.18966E+02   1.13825E+00   1.13949E-07   3.51427E-09   0.00000E+00
   1.19701E+02   1.13878E+00   1.12503E-07   3.45424E-09   0.00000E+00
   1.20439E+02   1.13930E+00   1.11076E-07   3.39523E-09   0.00000E+00
   1.21182E+02   1.13983E+00   1.09667E-07   3.33722E-09   0.00000E+00
   1.21930E+02   1.14035E+00   1.08276E-07   3.28018E-09   0.00000E+00
   1.22683E+02   1.14087E+00   1.06903E-07   3.22411E-09   0.00000E+00
   1.23440E+02   1.14138E+00   1.05548E-07   3.16899E-09   0.00000E+00
   1.24202E+02   1.14189E+00   1.04210E-07   3.11480E-09   0.00000E+00
   1.24968E+02   1.14240E+00   1.02889E-07   3.06153E-09   0.00000E+00
   1.25740E+02   1.14291E+00   1.01586E-07   3.00915E-09   0.00000E+00
   1.26516E+02   1.14341E+00   1.00298E-07   2.95767E-09   0.00000E+00
   1.27297E+02   1.14392E+00   9.90279E-08   2.90705E-09   0.00000E+00
   1.28083E+02   1.14441E+00   9.77736E-08   2.85729E-09   0.00000E+00
   1.28873E+02   1.14491E+00   9.65354E-08   2.80837E-09   0.00000E+00
   1.29669E+02   1.14540E+00   9.53130E-08   2.76029E-09   0.00000E+00
   1.30469E+02   1.14590E+00   9.41063E-08   2.71301E-09   0.00000E+00
   1.31275E+02   1.14638E+00   9.29151E-08   2.66654E-09   0.00000E+00
   1.32085E+02   1.14687E+00   9.17391E-08   2.62085E-09   0.00000E+00
   1.32901E+02   1.14735E+00   9.05781E-08   2.57594E-09   0.00000E+00
   1.33722E+02   1.14783E+00   8.94321E-08   2.53179E-09   0.00000E+00
   1.34547E+02   1.14831E+00   8.83006E-08   2.48839E-09   0.00000E+00
   1.35378E+02   1.14878E+00   8.71836E-08   2.44572E-09   0.00000E+00
   1.36214E+02   1.14926E+00   8.60809E-08   2.40378E-09   0.00000E+00
   1.37055E+02   1.14973E+00   8.49922E-08   2.36255E-09   0.00000E+00
   1.37902E+02   1.15020E+00   8.39175E-08   2.32202E-09   0.00000E+00
   1.38753E+02   1.15066E+00   8.28565E-08   2.28218E-09   0.00000E+00
   1.39610E+02   1.15112E+00   8.18090E-08   2.24301E-09   0.00000E+00
   1.40472E+02   1.15158E+00   8.07749E-08   2.20451E-09   0.00000E+00
   1.41340E+02   1.15204E+00   7.97539E-08   2.16666E-09   0.00000E+00
   1.42213E+02   1.15250E+00   7.87460E-08   2.12945E-09   0.00000E+00
   1.43091E+02   1.15295E+00   7.77509E-08   2.09288E-09   0.00000E+00
   1.43975E+02   1.15340E+00   7.67685E-08   2.05692E-09   0.00000E+00
   1.44865E+02   1.15385E+00   7.57985E-08   2.02158E-09   0.00000E+00
   1.45759E+02   1.15429E+00   7.48409E-08   1.98684E-09   0.00000E+00
   1.46660E+02   1.15474E+00   7.38955E-08   1.95269E-09   0.00000E+00
   1.47566E+02   1.15518E+00   7.29621E-08   1.91911E-09   0.00000E+00
   1.48478E+02   1.15562E+00   7.20405E-08   1.88611E-09   0.00000E+00
   1.49395E+02   1.15606E+00   7.11307E-08   1.85367E-09   0.00000E+00
   1.50318E+02   1.15649E+00   7.02323E-08   1.82178E-09   0.00000E+00
   1.51247E+02   1.15692E+00   6.93454E-08   1.79044E-09   0.00000E+00
   1.52181E+02   1.15735E+00   6.84697E-08   1.75962E-09   0.00000E+00
   1.53121E+02   1.15778E+00   6.76051E-08   1.72933E-09   0.00000E+00
   1.54068E+02   1.15821E+00   6.67514E-08   1.69956E-09   0.00000E+00
   1.55020E+02   1.15863E+00   6.59085E-08   1.67029E-09   0.00000E+00
   1.55977E+02   1.15906E+00   6.50762E-08   1.64151E-09   0.00000E+00
   1.56941E+02   1.15948E+00   6.42545E-08   1.61323E-09   0.00000E+00
   1.57911E+02   1.15989E+00   6.34430E-08   1.58543E-09   0.00000E+00
   1.58887E+02   1.16031E+00   6.26419E-08   1.55810E-09   0.00000E+00
   1.59869E+02   1.16073E+00   6.18507E-08   1.53123E-09   0.00000E+00
   1.60857E+02   1.16114E+00   6.10696E-08   1.50482E-09   0.00000E+00
   1.61851E+02   1.16155E+00   6.02982E-08   1.47886E-09   0.00000E+00
   1.62851E+02   1.16196E+00   5.95365E-08   1.45334E-09   0.00000E+00
   1.63858E+02   1.16237E+00   5.87843E-08   1.42826E-09   0.00000E+00
   1.64871E+02   1.16277E+00   5.80416E-08   1.40360E-09   0.00000E+00
   1.65890E+02   1.16318E+00   5.73080E-08   1.37936E-09   0.00000E+00
   1.66915E+02   1.16358E+00   5.65837E-08   1.35553E-09   0.00000E+00
   1.67947E+02   1.16398E+00   5.58683E-08   1.33210E-09   0.00000E+00
   1.68985E+02   1.16438E+00   5.51618E-08   1.30907E-09   0.00000E+00
   1.70030E+02   1.16478E+00   5.44641E-08   1.28643E-09   0.00000E+00
   1.71081E+02   1.16518E+00   5.37750E-08   1.26418E-09   0.00000E+00
   1.72139E+02   1.16558E+00   5.30944E-08   1.24230E-09   0.00000E+00
   1.73203E+02   1.16597E+00   5.24221E-08   1.22079E-09   0.00000E+00
   1.74274E+02   1.16637E+00   5.17581E-08   1.19964E-09   0.00000E+00
   1.75351E+02   1.16676E+00   5.11022E-08   1.17886E-09   0.00000E+00
   1.76435E+02   1.16716E+00   5.04544E-08   1.15842E-09   0.00000E+00
   1.77526E+02   1.16755E+00   4.98143E-08   1.13833E-09   0.00000E+00
   1.78624E+02   1.16794E+00   4.91821E-08   1.11858E-09   0.00000E+00
   1.79728E+02   1.16834E+00   4.85574E-08   1.09916E-09   0.00000E+00
   1.80839E+02   1.16873E+00   4.79403E-08   1.08006E-09   0.00000E+00
   1.81958E+02   1.16912E+00   4.73305E-08   1.06129E-09   0.00000E+00
   1.83083E+02   1.16951E+00   4.67280E-08   1.04283E-09   0.00000E+00
   1.84215E+02   1.16990E+00   4.61326E-08   1.02468E-09   0.00000E+00
   1.85354E+02   1.17030E+00   4.55443E-08   1.00684E-09   0.00000E+00
   1.86500E+02   1.17069E+00   4.49628E-08   9.89292E-10   0.00000E+00
   1.87654E+02   1.17108E+00   4.43881E-08   9.72038E-10   0.00000E+00
   1.88814E+02   1.17148E+00   4.38200E-08   9.55071E-10   0.00000E+00
   1.89982E+02   1.17187E+00   4.32584E-08   9.38386E-10   0.00000E+00
   1.91157E+02   1.17227E+00   4.27033E-08   9.21977E-10   0.00000E+00
   1.92339E+02   1.17267E+00   4.21543E-08   9.05840E-10   0.00000E+00
   1.93529E+02   1.17307E+00   4.16116E-08   8.89969E-10   0.00000E+00
